cond;etac;lg;catpri18;COUNT;PERCENT;DURM;MX;MN;SD
1;3;01;8.1.2;890;0.7953316711795037;00:49:28.989000;04:59:59.997000;00:09:59.996000;00:33:55.308000
1;3;01;3.3.2;842;0.7524373788012833;00:50:08.552000;04:00:00.003000;00:09:59.996000;00:35:14.986000
1;3;01;1.1.1;779;0.6961386200548689;01:13:31.040000;09:00:00;00:09:59.996000;01:11:47.990000
1;3;01;8.1.9;778;0.6952449889636559;00:45:27.760000;04:00:00.003000;00:09:59.996000;00:33:07.857000
1;3;01;3.8.3;753;0.6729042116833329;00:28:20.395000;03:40:00.002000;00:09:59.996000;00:27:54.942000
1;3;01;7.2.2;706;0.6309035503963254;00:44:09.862000;04:00:00.003000;00:09:59.996000;00:33:10.561000
1;3;01;7.2.9;705;0.6300099193051125;00:49:16.599000;05:19:59.998000;00:09:59.996000;00:43:33.514000
1;3;01;5.1.2;655;0.5853283647444661;00:34:20.156000;03:00:00;00:09:59.996000;00:34:31.682000
1;3;01;3.4.1;607;0.5424340723662457;01:04:06.131000;06:29:59.997000;00:09:59.996000;00:51:44.594000
1;3;01;5.1.5;577;0.515625139629858;00:25:06.756000;03:00:00;00:09:59.996000;00:22:06.223000
1;3;01;3.4.3;519;0.46379453633950835;00:15:34.105000;03:00:00;00:09:59.996000;00:12:45.003000
1;3;01;0.3.9;458;0.40928303977551983;00:22:47.686000;04:30:00;00:09:59.996000;00:25:03.144000
1;3;01;9.9.5;426;0.38068684485670623;00:26:01.974000;03:00:00;00:09:59.996000;00:20:06.317000
1;3;01;3.9.1;357;0.3190262995630144;00:18:25.885000;06:00:00;00:09:59.996000;00:23:49.661000
1;3;01;8.3.1;314;0.2806001626408586;00:29:14.136000;04:09:59.999000;00:09:59.996000;00:31:57.916000
1;3;01;3.7.1;281;0.25111033663083204;00:27:30.534000;03:40:00.002000;00:09:59.996000;00:28:02.052000
1;3;01;3.8.2;240;0.2144714618911021;00:49:52.499000;03:09:59.996000;00:09:59.996000;00:34:00.042000
1;3;01;3.2.3;214;0.19123705351956605;00:27:06.169000;03:49:59.998000;00:09:59.996000;00:35:59.827000
1;3;01;3.5.4;161;0.143874605685281;00:38:11.924000;03:00:00;00:09:59.996000;00:30:57.686000
1;3;01;3.2.9;155;0.13851281913800345;00:23:25.158000;03:40:00.002000;00:09:59.996000;00:32:46.861000
1;3;01;3.5.3;143;0.12778924604344832;01:01:49.092000;03:49:59.998000;00:09:59.996000;00:54:37.558000
1;3;01;7.1.1;116;0.10366120658069936;00:59:49.652000;03:09:59.996000;00:09:59.996000;00:44:50.254000
1;3;01;7.3.9;112;0.10008668221584764;00:19:38.574000;03:09:59.996000;00:09:59.996000;00:22:39.478000
1;3;01;4.2.4;107;0.09561852675978302;00:48:47.102000;04:59:59.997000;00:09:59.996000;00:48:12.465000
1;3;01;4.3.2;105;0.09383126457735717;00:26:05.715000;01:59:59.997000;00:09:59.996000;00:22:58.529000
1;3;01;3.2.2;99;0.08846947803007964;00:49:23.632000;04:00:00.003000;00:09:59.996000;00:40:08.892000
1;3;01;7.3.4;98;0.08757584693886669;01:01:44.080000;05:50:00.004000;00:09:59.996000;00:52:58.440000
1;3;01;6.1.5;94;0.08400132257401499;00:36:03.828000;03:00:00;00:09:59.996000;00:27:40.668000
1;3;01;3.4.2;92;0.08221406039158916;00:40:32.609000;04:00:00.003000;00:09:59.996000;00:43:39.665000
1;3;01;7.3.2;76;0.06791596293218231;00:59:20.527000;03:49:59.998000;00:09:59.996000;00:47:13.514000
1;3;01;4.2.5;72;0.06434143856733063;00:20:50.001000;01:20:00.004000;00:09:59.996000;00:16:45.756000
1;3;01;7.1.3;67;0.059873283111266;01:00:44.775000;02:50:00.004000;00:09:59.996000;00:37:52.320000
1;3;01;3.4.9;63;0.0562987587464143;01:01:44.763000;04:09:59.999000;00:09:59.996000;00:57:34.376000
1;3;01;7.3.1;60;0.05361786547277553;00:34:10.004000;02:10:00.002000;00:09:59.996000;00:25:43.769000
1;3;01;3.2.5;58;0.05183060329034968;00:11:43.452000;00:29:59.997000;00:09:59.996000;00:04:14.759000
1;3;01;7.1.9;51;0.04557518565185919;00:58:49.414000;04:39:59.996000;00:09:59.996000;00:55:22.607000
1;3;01;3.1.9;50;0.04468155456064627;00:27:00;01:09:59.999000;00:09:59.996000;00:18:39.217000
1;3;01;3.5.2;47;0.042000661287007496;01:06:22.980000;03:40:00.002000;00:09:59.996000;00:55:20.508000
1;3;01;0.1.2;43;0.03842613692215579;02:04:25.116000;07:00:00.003000;00:09:59.996000;01:36:10.319000
1;3;01;3.5.9;43;0.03842613692215579;01:12:19.535000;05:19:59.998000;00:09:59.996000;01:06:19.601000
1;3;01;2.2.1;39;0.03485161255730409;00:58:43.081000;03:00:00;00:09:59.996000;00:45:25.946000
1;3;01;7.3.5;36;0.032170719283665314;00:37:13.336000;02:19:59.998000;00:09:59.996000;00:34:06.600000
1;3;01;6.1.1;31;0.02770256382760069;00:43:13.547000;01:59:59.997000;00:09:59.996000;00:28:54.731000
1;3;01;3.3.9;30;0.026808932736387764;00:32:40.001000;01:59:59.997000;00:09:59.996000;00:27:32.080000
1;3;01;4.2.3;29;0.02591530164517484;00:40:41.379000;03:29:59.997000;00:09:59.996000;00:43:20.208000
1;3;01;3.4.4;25;0.022340777280323135;00:27:59.996000;01:50:00.001000;00:09:59.996000;00:23:48.287000
1;3;01;4.1.1;24;0.02144714618911021;00:53:45.001000;03:49:59.998000;00:09:59.996000;00:50:48.201000
1;3;01;6.1.9;21;0.018766252915471435;00:40:00.002000;02:10:00.002000;00:09:59.996000;00:32:14.945000
1;3;01;9.9.9;20;0.017872621824258507;00:36:59.996000;00:40:00.002000;00:29:59.997000;00:04:42.096000
1;3;01;5.1.3;17;0.015191728550619732;01:07:38.821000;04:00:00.003000;00:09:59.996000;01:10:29.522000
1;3;01;2.1.2;14;0.012510835276980955;01:27:08.574000;05:30:00.003000;00:09:59.996000;01:17:30.134000
1;3;01;4.2.9;14;0.012510835276980955;00:28:34.288000;01:59:59.997000;00:09:59.996000;00:31:49.837000
1;3;01;1.2.9;13;0.01161720418576803;00:41:32.312000;01:59:59.997000;00:09:59.996000;00:31:50.701000
1;3;01;3.9.2;12;0.010723573094555105;00:35:50.004000;01:59:59.997000;00:09:59.996000;00:32:02.357000
1;3;01;6.3.1;11;0.009829942003342178;00:29:59.997000;03:00:00;00:09:59.996000;00:50:35.785000
1;3;01;3.6.1;10;0.008936310912129253;00:24:59.999000;01:09:59.999000;00:09:59.996000;00:19:34.738000
1;3;01;3.6.2;10;0.008936310912129253;00:24:00.003000;01:39:59.996000;00:09:59.996000;00:27:58.095000
1;3;01;7.2.1;10;0.008936310912129253;01:00:00.003000;01:59:59.997000;00:09:59.996000;00:37:24.992000
1;3;01;3.5.1;5;0.004468155456064627;02:33:59.996000;03:00:00;01:39:59.996000;00:37:08.904000
1;3;01;3.8.9;5;0.004468155456064627;00:20:00.001000;00:29:59.997000;00:09:59.996000;00:09:59.996000
1;3;01;0.3.2;4;0.0035745243648517017;00:27:29.998000;01:09:59.999000;00:09:59.996000;00:28:43.369000
1;3;01;4.2.1;2;0.0017872621824258509;00:35:00.004000;00:40:00.002000;00:29:59.997000;00:07:04.267000
1;3;01;7.1.2;2;0.0017872621824258509;01:00:00.003000;01:00:00.003000;01:00:00.003000;00:00:00
1;3;03;5.1.2;1748;40.174672489082965;00:48:42.765000;09:00:00;00:09:59.996000;00:46:28.284000
1;3;03;0.2.1;857;19.69662146632958;00:52:52.928000;06:00:00;00:09:59.996000;00:43:23.724000
1;3;03;4.2.9;308;7.078832452309814;00:41:12.077000;05:30:00.003000;00:09:59.996000;00:43:50.439000
1;3;03;8.2.1;211;4.849459894277178;00:53:58.860000;04:00:00.003000;00:09:59.996000;00:40:47.582000
1;3;03;0.3.1;172;3.9531142266145713;00:14:00.698000;01:00:00.003000;00:09:59.996000;00:08:41.778000
1;3;03;3.1.1;143;3.2866007814295566;00:24:57.900000;01:59:59.997000;00:09:59.996000;00:20:12.348000
1;3;03;4.2.5;131;3.010802114456447;00:33:49.009000;03:40:00.002000;00:09:59.996000;00:39:13.933000
1;3;03;0.1.1;114;2.620087336244542;03:02:32.634000;06:29:59.997000;00:09:59.996000;01:43:20.963000
1;3;03;4.2.4;79;1.815674557572972;00:41:38.731000;03:00:00;00:09:59.996000;00:36:38.102000
1;3;03;5.3.1;74;1.700758446334176;00:52:58.380000;03:20:00.001000;00:09:59.996000;00:44:29.890000
1;3;03;5.1.3;48;1.1031946678924385;00:58:07.501000;04:50:00.001000;00:09:59.996000;01:00:45.786000
1;3;03;3.1.2;47;1.0802114456446794;00:21:03.833000;01:00:00.003000;00:09:59.996000;00:12:53.591000
1;3;03;7.3.2;46;1.0572282233969204;01:18:41.743000;04:59:59.997000;00:09:59.996000;01:03:43.312000
1;3;03;3.2.1;36;0.827396000919329;00:29:09.997000;03:00:00;00:09:59.996000;00:33:24.782000
1;3;03;8.1.1;34;0.7814295564238105;00:26:28.239000;01:00:00.003000;00:09:59.996000;00:14:19.801000
1;3;03;3.2.4;29;0.666513445185015;00:20:20.694000;01:20:00.004000;00:09:59.996000;00:18:59.357000
1;3;03;4.2.1;25;0.5745805561939784;01:08:48.002000;04:59:59.997000;00:09:59.996000;01:14:51.055000
1;3;03;5.1.4;22;0.505630889450701;00:15:00.003000;00:29:59.997000;00:09:59.996000;00:05:58.569000
1;3;03;7.2.2;18;0.4136980004596645;01:03:20.002000;03:00:00;00:09:59.996000;00:42:33.889000
1;3;03;3.8.3;16;0.36773155596414614;00:49:22.500000;03:29:59.997000;00:09:59.996000;00:49:59.748000
1;3;03;7.2.9;16;0.36773155596414614;00:31:52.499000;01:20:00.004000;00:09:59.996000;00:26:23.194000
1;3;03;3.8.4;15;0.3447483337163871;00:20:40.004000;01:50:00.001000;00:09:59.996000;00:26:02.414000
1;3;03;5.1.1;14;0.3217651114686279;00:37:51.430000;03:00:00;00:09:59.996000;00:52:12.562000
1;3;03;4.1.1;13;0.2987818892208688;00:24:36.922000;01:00:00.003000;00:09:59.996000;00:13:54.823000
1;3;03;3.8.1;11;0.2528154447253505;00:20:00.001000;01:00:00.003000;00:09:59.996000;00:16:43.994000
1;3;03;7.1.9;11;0.2528154447253505;00:49:05.454000;01:09:59.999000;00:20:00.001000;00:18:41.040000
1;3;03;0.3.9;8;0.18386577798207307;00:38:44.998000;01:00:00.003000;00:09:59.996000;00:23:33.962000
1;3;03;3.4.1;8;0.18386577798207307;00:38:44.998000;01:20:00.004000;00:09:59.996000;00:27:59.927000
1;3;03;5.1.5;7;0.16088255573431395;00:11:25.714000;00:20:00.001000;00:09:59.996000;00:03:46.783000
1;3;03;7.3.5;7;0.16088255573431395;00:54:17.142000;02:50:00.004000;00:09:59.996000;01:04:15.237000
1;3;03;4.3.2;6;0.1378993334865548;00:24:59.999000;00:40:00.002000;00:09:59.996000;00:12:14.849000
1;3;03;1.1.1;5;0.1149161112387957;01:12:00;02:10:00.002000;00:09:59.996000;00:53:06.225000
1;3;03;3.3.1;5;0.1149161112387957;00:09:59.996000;00:09:59.996000;00:09:59.996000;00:00:00
1;3;03;4.2.3;5;0.1149161112387957;00:33:59.999000;02:10:00.002000;00:09:59.996000;00:53:39.938000
1;3;03;7.3.9;5;0.1149161112387957;00:22:00.002000;00:40:00.002000;00:09:59.996000;00:13:02.300000
1;3;03;8.1.2;5;0.1149161112387957;00:29:59.997000;00:40:00.002000;00:09:59.996000;00:14:08.526000
1;3;03;8.1.9;5;0.1149161112387957;00:44:00.004000;01:09:59.999000;00:09:59.996000;00:21:54.533000
1;3;03;8.3.1;5;0.1149161112387957;01:25:59.998000;03:00:00;00:09:59.996000;01:05:48.160000
1;3;03;9.9.5;5;0.1149161112387957;00:29:59.997000;00:49:59.998000;00:09:59.996000;00:20:00.001000
1;3;03;3.3.2;4;0.09193288899103655;00:24:59.999000;00:49:59.998000;00:09:59.996000;00:19:08.913000
1;3;03;7.1.3;4;0.09193288899103655;00:42:30.001000;01:39:59.996000;00:09:59.996000;00:39:28.544000
1;3;03;2.1.2;3;0.0689496667432774;01:59:59.997000;03:49:59.998000;01:00:00.003000;01:35:23.637000
1;3;03;3.4.3;3;0.0689496667432774;00:09:59.996000;00:09:59.996000;00:09:59.996000;00:00:00
1;3;03;3.5.4;3;0.0689496667432774;00:33:19.996000;00:49:59.998000;00:20:00.001000;00:15:16.514000
1;3;03;6.1.1;3;0.0689496667432774;01:30:00;02:50:00.004000;00:20:00.001000;01:15:29.900000
1;3;03;7.1.1;3;0.0689496667432774;00:40:00.002000;01:20:00.004000;00:09:59.996000;00:36:03.335000
1;3;03;3.9.1;2;0.045966444495518274;00:20:00.001000;00:29:59.997000;00:09:59.996000;00:14:08.526000
1;3;03;7.3.4;2;0.045966444495518274;00:45:00;01:00:00.003000;00:29:59.997000;00:21:12.793000
1;3;04;0.3.1;207;27.453580901856768;00:16:31.302000;01:09:59.999000;00:09:59.996000;00:11:07.500000
1;3;04;0.1.1;143;18.965517241379313;03:20:29.368000;06:40:00.002000;00:09:59.996000;01:29:53.105000
1;3;04;0.2.1;128;16.97612732095491;00:36:00.942000;01:59:59.997000;00:09:59.996000;00:26:28.948000
1;3;04;3.2.4;36;4.774535809018568;00:17:13.335000;01:09:59.999000;00:09:59.996000;00:13:13.549000
1;3;04;8.2.1;31;4.111405835543767;00:37:05.802000;02:19:59.998000;00:09:59.996000;00:27:13.599000
1;3;04;5.3.1;28;3.7135278514588865;00:35:42.858000;01:30:00;00:09:59.996000;00:25:52.876000
1;3;04;3.1.1;26;3.4482758620689657;00:18:27.691000;01:00:00.003000;00:09:59.996000;00:12:33.088000
1;3;04;5.1.9;24;3.1830238726790454;00:34:35;03:09:59.996000;00:09:59.996000;00:41:29.504000
1;3;04;3.8.1;21;2.785145888594165;00:20:57.146000;01:00:00.003000;00:09:59.996000;00:14:48.019000
1;3;04;5.1.1;15;1.9893899204244037;00:23:20;01:20:00.004000;00:09:59.996000;00:18:23.242000
1;3;04;3.6.2;13;1.7241379310344829;00:10:46.151000;00:20:00.001000;00:09:59.996000;00:02:46.406000
1;3;04;5.1.4;8;1.0610079575596818;00:29:59.997000;01:00:00.003000;00:09:59.996000;00:21:22.850000
1;3;04;5.1.5;7;0.9283819628647216;00:31:25.715000;01:09:59.999000;00:09:59.996000;00:25:26.904000
1;3;04;7.2.2;7;0.9283819628647216;00:24:17.145000;01:00:00.003000;00:09:59.996000;00:21:29.520000
1;3;04;0.3.9;6;0.7957559681697615;00:15:00.003000;00:40:00.002000;00:09:59.996000;00:12:14.849000
1;3;04;1.1.1;6;0.7957559681697615;01:20:00.004000;03:00:00;00:09:59.996000;01:04:11.237000
1;3;04;7.2.9;5;0.6631299734748011;01:21:59.996000;03:09:59.996000;00:09:59.996000;01:08:20.242000
1;3;04;8.1.1;5;0.6631299734748011;00:36:00;01:20:00.004000;00:09:59.996000;00:32:05.614000
1;3;04;8.1.9;5;0.6631299734748011;00:24:00.003000;00:29:59.997000;00:09:59.996000;00:08:56.656000
1;3;04;3.7.1;4;0.5305039787798409;00:12:30.004000;00:20:00.001000;00:09:59.996000;00:04:59.998000
1;3;04;3.8.3;4;0.5305039787798409;00:35:00.004000;01:50:00.001000;00:09:59.996000;00:49:59.998000
1;3;04;8.1.2;4;0.5305039787798409;01:00:00.003000;01:50:00.001000;00:29:59.997000;00:38:17.825000
1;3;04;3.2.1;3;0.39787798408488073;00:13:20.004000;00:20:00.001000;00:09:59.996000;00:05:46.412000
1;3;04;5.2.2;3;0.39787798408488073;00:29:59.997000;00:49:59.998000;00:09:59.996000;00:20:00.001000
1;3;04;8.3.1;3;0.39787798408488073;00:49:59.998000;01:59:59.997000;00:09:59.996000;01:00:49.657000
1;3;04;0.3.2;2;0.26525198938992045;01:09:59.999000;01:30:00;00:49:59.998000;00:28:17.060000
1;3;04;3.1.2;2;0.26525198938992045;00:24:59.999000;00:29:59.997000;00:20:00.001000;00:07:04.267000
1;3;04;3.3.1;2;0.26525198938992045;00:15:00.003000;00:20:00.001000;00:09:59.996000;00:07:04.267000
1;3;04;7.3.2;2;0.26525198938992045;01:30:00;01:59:59.997000;01:00:00.003000;00:42:25.586000
1;3;05;1.1.1;6743;75.05565449688336;02:24:14.308000;12:29:59.997000;00:09:59.996000;01:59:39.823000
1;3;05;0.2.1;1017;11.32012466607302;00:34:42.007000;04:59:59.997000;00:09:59.996000;00:23:21.235000
1;3;05;1.2.9;319;3.5507569011576137;00:13:32.540000;03:20:00.001000;00:09:59.996000;00:15:15.883000
1;3;05;0.3.1;184;2.0480854853072126;00:14:53.480000;00:40:00.002000;00:09:59.996000;00:07:45.134000
1;3;05;0.1.1;168;1.8699910952804983;03:11:50.718000;07:00:00.003000;00:09:59.996000;01:32:51.392000
1;3;05;3.1.1;125;1.3913624220837042;00:22:14.396000;01:09:59.999000;00:09:59.996000;00:15:13.965000
1;3;05;8.2.1;103;1.1464826357969724;00:56:24.469000;02:30:00.003000;00:09:59.996000;00:35:25.233000
1;3;05;5.3.1;82;0.9127337488869101;00:43:46.828000;03:40:00.002000;00:09:59.996000;00:36:17.954000
1;3;05;3.1.2;43;0.47862867319679425;00:19:46.047000;01:00:00.003000;00:09:59.996000;00:12:02.952000
1;3;05;5.1.9;41;0.45636687444345503;00:25:07.317000;01:59:59.997000;00:09:59.996000;00:24:18.147000
1;3;05;5.1.4;28;0.31166518254674974;00:21:25.718000;01:09:59.999000;00:09:59.996000;00:16:15.897000
1;3;05;3.2.1;25;0.2782724844167409;00:26:23.997000;01:30:00;00:09:59.996000;00:23:47.026000
1;3;05;8.1.1;18;0.20035618878005343;00:32:46.663000;01:50:00.001000;00:09:59.996000;00:26:31.523000
1;3;05;7.2.2;12;0.13357079252003562;01:08:20;06:09:59.996000;00:09:59.996000;01:43:33.473000
1;3;05;8.1.9;10;0.11130899376669634;00:42:59.999000;01:59:59.997000;00:09:59.996000;00:33:40.887000
1;3;05;4.3.2;7;0.07791629563668744;00:29:59.997000;01:30:00;00:09:59.996000;00:27:41.325000
1;3;05;9.9.5;7;0.07791629563668744;00:18:34.284000;00:40:00.002000;00:09:59.996000;00:10:41.425000
1;3;05;5.1.5;5;0.05565449688334818;00:33:59.999000;01:00:00.003000;00:09:59.996000;00:19:29.614000
1;3;05;7.2.9;5;0.05565449688334818;00:40:00.002000;01:59:59.997000;00:09:59.996000;00:46:22.089000
1;3;05;7.3.2;5;0.05565449688334818;00:47:59.997000;01:09:59.999000;00:20:00.001000;00:22:48.213000
1;3;05;0.3.9;4;0.04452359750667854;00:17:30.002000;00:29:59.997000;00:09:59.996000;00:09:34.456000
1;3;05;3.8.1;4;0.04452359750667854;00:22:30;00:29:59.997000;00:09:59.996000;00:09:34.456000
1;3;05;8.1.2;4;0.04452359750667854;00:45:00;01:20:00.004000;00:09:59.996000;00:31:05.480000
1;3;05;3.2.4;3;0.033392698130008905;00:20:00.001000;00:29:59.997000;00:09:59.996000;00:09:59.996000
1;3;05;3.8.3;3;0.033392698130008905;00:29:59.997000;01:09:59.999000;00:09:59.996000;00:34:38.464000
1;3;05;5.1.1;3;0.033392698130008905;00:33:19.996000;00:49:59.998000;00:09:59.996000;00:20:48.998000
1;3;05;6.1.5;3;0.033392698130008905;00:23:20;00:40:00.002000;00:09:59.996000;00:15:16.514000
1;3;05;8.3.1;3;0.033392698130008905;00:16:40.002000;00:29:59.997000;00:09:59.996000;00:11:32.824000
1;3;05;3.3.2;2;0.02226179875333927;00:35:00.004000;00:49:59.998000;00:20:00.001000;00:21:12.793000
1;3;05;3.4.3;2;0.02226179875333927;00:09:59.996000;00:09:59.996000;00:09:59.996000;00:00:00
1;3;06;3.8.4;31;77.5;00:19:21.294000;01:09:59.999000;00:09:59.996000;00:17:18.485000
1;3;06;4.2.4;3;7.5;00:13:20.004000;00:20:00.001000;00:09:59.996000;00:05:46.412000
1;3;06;2.1.1;2;5.0;02:19:59.998000;03:29:59.997000;01:09:59.999000;01:38:59.698000
1;3;07;5.2.4;4;57.142857142857146;00:32:29.996000;00:49:59.998000;00:09:59.996000;00:17:04.695000
1;3;07;5.2.9;2;28.571428571428573;01:30:00;01:59:59.997000;01:00:00.003000;00:42:25.586000
1;3;08;2.2.1;11;73.33333333333334;01:35:27.275000;04:39:59.996000;00:09:59.996000;01:15:16.880000
1;3;08;0.2.1;2;13.333333333333334;00:09:59.996000;00:09:59.996000;00:09:59.996000;00:00:00
1;3;09;0.2.1;2425;62.67769449470148;00:44:18.061000;04:59:59.997000;00:09:59.996000;00:40:37.163000
1;3;09;5.1.9;857;22.150426466787284;00:50:46.905000;04:30:00;00:09:59.996000;00:44:28.015000
1;3;09;1.1.1;161;4.161281985009047;00:14:05.960000;00:49:59.998000;00:09:59.996000;00:07:27.353000
1;3;09;8.1.1;89;2.300336004135436;00:26:24.274000;02:39:59.999000;00:09:59.996000;00:23:59.450000
1;3;09;7.3.2;81;2.093564228482812;01:14:56.299000;02:50:00.004000;00:09:59.996000;00:48:48.839000
1;3;09;3.6.1;73;1.8867924528301887;00:13:33.698000;00:49:59.998000;00:09:59.996000;00:08:43.161000
1;3;09;5.1.3;44;1.1372447660894287;01:19:46.361000;06:20:00.001000;00:09:59.996000;01:33:29.857000
1;3;09;5.3.1;23;0.5944688550012923;00:23:54.784000;01:59:59.997000;00:09:59.996000;00:24:59.878000
1;3;09;0.3.1;22;0.5686223830447144;00:14:32.726000;00:40:00.002000;00:09:59.996000;00:08:00.263000
1;3;09;5.1.1;20;0.5169294391315585;00:38:00.001000;01:59:59.997000;00:09:59.996000;00:39:08.931000
1;3;09;8.2.1;18;0.4652364952184027;00:58:20.004000;02:50:00.004000;00:09:59.996000;00:48:24.967000
1;3;09;5.1.4;12;0.31015766347893514;00:16:40.002000;01:20:00.004000;00:09:59.996000;00:20:09.056000
1;3;09;5.2.2;6;0.15507883173946757;00:28:19.998000;01:30:00;00:09:59.996000;00:32:30.385000
1;3;09;7.3.1;5;0.12923235978288963;00:45:59.996000;01:50:00.001000;00:09:59.996000;00:37:48.924000
1;3;09;7.1.1;4;0.10338588782631172;00:12:30.004000;00:20:00.001000;00:09:59.996000;00:04:59.998000
1;3;09;0.3.9;3;0.07753941586973379;00:13:20.004000;00:20:00.001000;00:09:59.996000;00:05:46.412000
1;3;09;3.8.1;3;0.07753941586973379;00:13:20.004000;00:20:00.001000;00:09:59.996000;00:05:46.412000
1;3;09;3.8.3;3;0.07753941586973379;00:43:20.001000;01:00:00.003000;00:20:00.001000;00:20:48.998000
1;3;09;4.2.4;3;0.07753941586973379;00:53:19.997000;01:59:59.997000;00:20:00.001000;00:57:44.104000
1;3;09;4.2.9;3;0.07753941586973379;00:29:59.997000;00:49:59.998000;00:09:59.996000;00:20:00.001000
1;3;09;8.3.1;3;0.07753941586973379;00:26:39.998000;01:00:00.003000;00:09:59.996000;00:28:52.052000
1;3;09;5.1.5;2;0.051692943913155855;00:09:59.996000;00:09:59.996000;00:09:59.996000;00:00:00
1;3;09;5.2.9;2;0.051692943913155855;00:09:59.996000;00:09:59.996000;00:09:59.996000;00:00:00
1;3;10;3.6.1;384;90.14084507042253;01:10:15.629000;04:20:00.004000;00:09:59.996000;00:52:33.773000
1;3;10;0.2.1;25;5.868544600938967;00:36:00;02:10:00.002000;00:09:59.996000;00:29:17.843000
1;3;10;5.1.9;7;1.6431924882629108;00:24:17.145000;01:20:00.004000;00:09:59.996000;00:25:43.648000
1;3;10;3.8.3;3;0.704225352112676;00:20:00.001000;00:29:59.997000;00:09:59.996000;00:09:59.996000
1;3;10;3.6.9;2;0.4694835680751174;00:09:59.996000;00:09:59.996000;00:09:59.996000;00:00:00
1;3;10;3.8.1;2;0.4694835680751174;00:40:00.002000;00:49:59.998000;00:29:59.997000;00:14:08.526000
1;3;11;3.6.1;188;98.94736842105264;00:47:33.187000;02:30:00.003000;00:09:59.996000;00:33:56.707000
1;3;12;3.6.1;3125;91.61536206391088;00:38:41.663000;04:30:00;00:09:59.996000;00:34:17.193000
1;3;12;0.3.2;117;3.430079155672823;01:02:33.847000;05:10:00.002000;00:09:59.996000;00:50:15.636000
1;3;12;3.6.2;92;2.6971562591615363;00:32:16.958000;01:59:59.997000;00:09:59.996000;00:26:21.466000
1;3;12;4.2.9;25;0.7329228965112868;00:35:35.998000;01:50:00.001000;00:09:59.996000;00:30:00.662000
1;3;12;3.6.9;13;0.3811199061858693;00:40:46.157000;02:19:59.998000;00:09:59.996000;00:38:36.825000
1;3;12;5.1.9;10;0.2931691586045148;00:31:00.002000;01:09:59.999000;00:09:59.996000;00:23:46.887000
1;3;12;0.2.1;7;0.20521841102316035;00:55:42.859000;02:39:59.999000;00:09:59.996000;00:58:50.278000
1;3;12;1.1.1;6;0.17590149516270887;00:18:20.002000;00:40:00.002000;00:09:59.996000;00:13:17.498000
1;3;12;3.8.4;3;0.08795074758135443;00:43:20.001000;00:49:59.998000;00:40:00.002000;00:05:46.412000
1;3;12;5.1.4;3;0.08795074758135443;00:33:19.996000;01:00:00.003000;00:09:59.996000;00:25:09.970000
1;3;12;7.3.1;3;0.08795074758135443;00:29:59.997000;00:49:59.998000;00:20:00.001000;00:17:19.228000
1;3;13;3.6.2;142;96.5986394557823;00:27:53.240000;02:50:00.004000;00:09:59.996000;00:24:15.434000
1;3;14;0.3.2;87;32.58426966292135;00:44:35.860000;03:00:00;00:09:59.996000;00:42:20.324000
1;3;14;4.2.5;72;26.966292134831463;01:07:21.662000;06:00:00;00:09:59.996000;01:07:39.409000
1;3;14;5.1.9;15;5.617977528089888;00:51:19.996000;02:50:00.004000;00:09:59.996000;00:47:29.360000
1;3;14;0.2.1;13;4.868913857677902;00:33:04.617000;01:00:00.003000;00:09:59.996000;00:18:52.730000
1;3;14;3.9.2;13;4.868913857677902;00:59:13.848000;01:59:59.997000;00:09:59.996000;00:44:03.425000
1;3;14;0.1.1;11;4.119850187265919;03:02:43.633000;06:40:00.002000;00:49:59.998000;02:09:51.180000
1;3;14;3.8.4;10;3.745318352059925;01:03:59.996000;02:30:00.003000;00:09:59.996000;00:38:55.807000
1;3;14;0.1.2;9;3.370786516853933;02:02:13.330000;06:00:00;00:09:59.996000;02:02:39.345000
1;3;14;0.3.1;6;2.247191011235955;00:24:59.999000;01:00:00.003000;00:09:59.996000;00:20:44.186000
1;3;14;4.2.9;6;2.247191011235955;00:16:40.002000;00:29:59.997000;00:09:59.996000;00:08:09.897000
1;3;14;0.3.9;5;1.8726591760299625;00:11:59.997000;00:20:00.001000;00:09:59.996000;00:04:28.324000
1;3;14;4.1.1;5;1.8726591760299625;00:47:59.997000;01:00:00.003000;00:29:59.997000;00:13:02.300000
1;3;14;5.3.1;5;1.8726591760299625;01:03:59.996000;02:10:00.002000;00:09:59.996000;00:52:43.545000
1;3;14;8.2.1;4;1.4981273408239701;01:14:59.997000;01:59:59.997000;00:20:00.001000;00:44:20.826000
1;3;15;6.3.1;97;14.923076923076923;00:14:25.979000;01:00:00.003000;00:09:59.996000;00:07:54.094000
1;3;15;5.2.5;94;14.46153846153846;01:22:14.045000;04:59:59.997000;00:09:59.996000;00:53:33.864000
1;3;15;6.1.9;93;14.307692307692308;01:16:52.905000;12:40:00.002000;00:09:59.996000;01:25:30.199000
1;3;15;3.8.4;82;12.615384615384617;01:11:13.171000;06:00:00;00:09:59.996000;01:10:44.098000
1;3;15;6.1.6;47;7.230769230769232;01:08:05.104000;04:59:59.997000;00:09:59.996000;00:47:15.415000
1;3;15;6.1.5;44;6.769230769230769;01:02:30.002000;03:00:00;00:09:59.996000;00:35:22.796000
1;3;15;6.1.4;39;6.0;01:31:32.310000;03:40:00.002000;00:09:59.996000;00:57:14.452000
