cond;etac;lg;catpri18;COUNT;PERCENT;DURM;MX;MN;SD
2;1;23;6.1.6;17;3.8901601830663615;01:02:56.475000;02:19:59.998000;00:09:59.996000;00:40:35.037000
2;1;23;6.1.1;15;3.4324942791762014;00:36:40.003000;01:30:00;00:09:59.996000;00:24:23.849000
2;1;23;6.1.4;15;3.4324942791762014;00:56:00.001000;01:50:00.001000;00:09:59.996000;00:32:01.605000
2;1;23;3.2.4;11;2.5171624713958813;00:11:49.093000;00:20:00.001000;00:09:59.996000;00:04:02.715000
2;1;23;7.3.9;6;1.3729977116704806;00:49:59.998000;01:30:00;00:09:59.996000;00:31:37.370000
2;1;23;5.1.1;3;0.6864988558352403;00:20:00.001000;00:29:59.997000;00:09:59.996000;00:09:59.996000
2;1;23;5.1.4;3;0.6864988558352403;00:26:39.998000;00:40:00.002000;00:09:59.996000;00:15:16.514000
2;1;23;7.1.1;3;0.6864988558352403;00:09:59.996000;00:09:59.996000;00:09:59.996000;00:00:00
2;1;23;0.1.1;2;0.45766590389016015;00:29:59.997000;00:29:59.997000;00:29:59.997000;00:00:00
2;1;23;6.3.1;2;0.45766590389016015;00:09:59.996000;00:09:59.996000;00:09:59.996000;00:00:00
2;1;23;8.1.2;2;0.45766590389016015;00:15:00.003000;00:20:00.001000;00:09:59.996000;00:07:04.267000
2;1;23;8.3.1;2;0.45766590389016015;00:29:59.997000;00:29:59.997000;00:29:59.997000;00:00:00
2;1;24;6.1.1;7;35.0;00:27:08.571000;01:20:00.004000;00:09:59.996000;00:27:30.974000
2;1;24;5.1.9;3;15.0;00:26:39.998000;00:40:00.002000;00:09:59.996000;00:15:16.514000
2;1;24;5.3.1;3;15.0;01:30:00;01:50:00.001000;01:00:00.003000;00:26:27.453000
2;1;25;5.1.9;1060;43.30065359477124;01:16:33.396000;06:20:00.001000;00:09:59.996000;01:07:34.553000
2;1;25;6.1.1;704;28.758169934640524;00:48:16.871000;04:00:00.003000;00:09:59.996000;00:47:54.044000
2;1;25;0.2.1;141;5.759803921568627;00:37:09.785000;03:49:59.998000;00:09:59.996000;00:35:49.407000
2;1;25;3.4.4;81;3.3088235294117654;00:24:34.070000;01:59:59.997000;00:09:59.996000;00:19:33.649000
2;1;25;6.1.3;43;1.7565359477124183;01:06:16.741000;03:49:59.998000;00:09:59.996000;01:00:26.148000
2;1;25;5.2.9;41;1.6748366013071894;01:45:36.585000;07:00:00.003000;00:09:59.996000;01:50:47.625000
2;1;25;6.1.2;32;1.3071895424836601;00:40:18.751000;01:59:59.997000;00:09:59.996000;00:29:40.436000
2;1;25;4.1.1;31;1.2663398692810457;00:52:15.482000;04:39:59.996000;00:09:59.996000;01:06:46.126000
2;1;25;5.1.3;25;1.0212418300653594;01:54:47.998000;04:00:00.003000;00:09:59.996000;01:12:27.829000
2;1;25;3.2.4;21;0.8578431372549021;00:20:00.001000;02:19:59.998000;00:09:59.996000;00:28:48.588000
2;1;25;3.6.9;18;0.7352941176470589;01:12:46.665000;03:00:00;00:09:59.996000;00:58:17.394000
2;1;25;0.3.1;16;0.65359477124183;00:15:00.003000;00:49:59.998000;00:09:59.996000;00:10:57.271000
2;1;25;5.1.4;16;0.65359477124183;00:13:44.999000;00:49:59.998000;00:09:59.996000;00:10:52.683000
2;1;25;2.2.1;15;0.6127450980392157;01:10:40.002000;02:10:00.002000;00:09:59.996000;00:37:30.331000
2;1;25;5.3.1;15;0.6127450980392157;00:25:20.001000;01:50:00.001000;00:09:59.996000;00:28:30.141000
2;1;25;7.3.2;15;0.6127450980392157;00:51:19.996000;01:39:59.996000;00:09:59.996000;00:30:40.493000
2;1;25;7.3.9;13;0.5310457516339869;01:30:46.155000;04:00:00.003000;00:29:59.997000;01:00:36.991000
2;1;25;7.1.1;12;0.49019607843137264;00:49:09.998000;01:20:00.004000;00:09:59.996000;00:21:30.876000
2;1;25;5.1.1;11;0.44934640522875824;00:20:54.545000;01:20:00.004000;00:09:59.996000;00:22:06.923000
2;1;25;4.3.1;10;0.40849673202614384;01:23:00.001000;03:09:59.996000;00:20:00.001000;01:00:33.733000
2;1;25;3.9.2;9;0.36764705882352944;01:28:53.334000;04:30:00;00:09:59.996000;01:41:54.735000
2;1;25;4.3.9;9;0.36764705882352944;00:22:13.333000;01:00:00.003000;00:09:59.996000;00:17:52.380000
2;1;25;2.1.9;8;0.326797385620915;00:13:44.999000;00:29:59.997000;00:09:59.996000;00:07:26.412000
2;1;25;3.2.5;8;0.326797385620915;00:15:00.003000;00:49:59.998000;00:09:59.996000;00:14:08.526000
2;1;25;6.1.4;8;0.326797385620915;00:47:29.999000;02:10:00.002000;00:09:59.996000;00:45:54.216000
2;1;25;5.1.5;7;0.28594771241830064;00:17:08.575000;01:00:00.003000;00:09:59.996000;00:18:53.896000
2;1;25;7.1.9;7;0.28594771241830064;00:15:42.857000;00:49:59.998000;00:09:59.996000;00:15:07.114000
2;1;25;6.1.9;6;0.24509803921568632;01:00:00.003000;01:59:59.997000;00:09:59.996000;00:44:16.316000
2;1;25;8.2.1;6;0.24509803921568632;01:00:00.003000;01:39:59.996000;00:20:00.001000;00:27:34.085000
2;1;25;9.9.9;6;0.24509803921568632;00:31:39.996000;00:40:00.002000;00:20:00.001000;00:07:31.665000
2;1;25;4.3.2;5;0.20424836601307192;00:44:00.004000;01:09:59.999000;00:09:59.996000;00:27:55.711000
2;1;25;6.3.1;5;0.20424836601307192;00:29:59.997000;01:30:00;00:09:59.996000;00:34:38.464000
2;1;25;0.1.1;4;0.1633986928104575;02:15:00;03:00:00;00:29:59.997000;01:11:24.861000
2;1;25;3.5.4;4;0.1633986928104575;00:37:30.003000;00:49:59.998000;00:20:00.001000;00:15:00.003000
2;1;25;5.2.5;4;0.1633986928104575;01:22:30.003000;02:30:00.003000;01:00:00.003000;00:45:00
2;1;25;4.2.5;3;0.12254901960784316;00:13:20.004000;00:20:00.001000;00:09:59.996000;00:05:46.412000
2;1;25;7.2.9;3;0.12254901960784316;01:59:59.997000;03:20:00.001000;00:09:59.996000;01:38:29.311000
2;1;25;7.3.5;3;0.12254901960784316;01:00:00.003000;01:59:59.997000;00:09:59.996000;00:55:40.656000
2;1;25;8.3.1;3;0.12254901960784316;00:40:00.002000;00:49:59.998000;00:29:59.997000;00:09:59.996000
2;1;25;0.3.9;2;0.08169934640522877;00:35:00.004000;00:49:59.998000;00:20:00.001000;00:21:12.793000
2;1;25;1.2.9;2;0.08169934640522877;01:09:59.999000;02:10:00.002000;00:09:59.996000;01:24:51.172000
2;1;25;2.1.2;2;0.08169934640522877;00:54:59.996000;01:00:00.003000;00:49:59.998000;00:07:04.267000
2;1;25;3.6.1;2;0.08169934640522877;01:34:59.998000;02:39:59.999000;00:29:59.997000;01:31:55.430000
2;1;25;4.2.9;2;0.08169934640522877;00:45:00;00:49:59.998000;00:40:00.002000;00:07:04.267000
2;1;25;7.3.1;2;0.08169934640522877;00:24:59.999000;00:40:00.002000;00:09:59.996000;00:21:12.793000
2;1;25;7.3.4;2;0.08169934640522877;00:35:00.004000;00:49:59.998000;00:20:00.001000;00:21:12.793000
2;1;25;8.1.2;2;0.08169934640522877;01:14:59.997000;01:20:00.004000;01:09:59.999000;00:07:04.267000
2;2;01;0.3.1;733;20.942857142857143;00:17:06.467000;01:30:00;00:09:59.996000;00:12:21.735000
2;2;01;0.2.1;637;18.2;00:31:47.375000;03:00:00;00:09:59.996000;00:22:30.389000
2;2;01;0.1.1;522;14.914285714285716;03:31:36.549000;09:00:00;00:09:59.996000;01:50:30.785000
2;2;01;2.1.2;276;7.885714285714285;01:40:19.566000;06:20:00.001000;00:09:59.996000;01:04:52.268000
2;2;01;8.2.1;226;6.457142857142856;01:00:58.409000;04:30:00;00:09:59.996000;00:43:46.586000
2;2;01;3.1.1;206;5.885714285714285;00:21:30.289000;01:59:59.997000;00:09:59.996000;00:17:25.405000
2;2;01;3.2.1;119;3.4;00:32:06.055000;03:00:00;00:09:59.996000;00:28:11.427000
2;2;01;5.3.1;85;2.4285714285714284;00:46:56.467000;02:19:59.998000;00:09:59.996000;00:34:30.248000
2;2;01;7.2.2;77;2.1999999999999997;00:44:56.103000;04:00:00.003000;00:09:59.996000;00:38:47.098000
2;2;01;3.1.2;73;2.0857142857142854;00:23:00.819000;01:00:00.003000;00:09:59.996000;00:13:42.709000
2;2;01;5.1.4;61;1.742857142857143;00:27:52.134000;01:59:59.997000;00:09:59.996000;00:22:39.919000
2;2;01;5.1.1;53;1.5142857142857142;00:17:32.827000;01:09:59.999000;00:09:59.996000;00:13:08.521000
2;2;01;5.1.5;53;1.5142857142857142;00:29:59.997000;02:19:59.998000;00:09:59.996000;00:24:53.061000
2;2;01;7.2.9;49;1.3999999999999997;01:04:53.875000;03:40:00.002000;00:09:59.996000;00:50:54.802000
2;2;01;3.8.1;31;0.8857142857142858;00:33:32.904000;01:39:59.996000;00:09:59.996000;00:28:48.916000
2;2;01;8.1.2;29;0.8285714285714285;00:47:14.482000;02:19:59.998000;00:09:59.996000;00:33:15.762000
2;2;01;0.3.9;26;0.7428571428571429;00:15:23.080000;01:20:00.004000;00:09:59.996000;00:14:12.440000
2;2;01;3.2.4;26;0.7428571428571429;00:18:27.691000;01:00:00.003000;00:09:59.996000;00:15:09.032000
2;2;01;5.1.2;23;0.6571428571428571;00:38:15.648000;02:50:00.004000;00:09:59.996000;00:39:57.626000
2;2;01;8.3.1;23;0.6571428571428571;00:36:31.303000;01:50:00.001000;00:09:59.996000;00:28:13.276000
2;2;01;8.1.9;22;0.6285714285714287;00:40:00.002000;02:50:00.004000;00:09:59.996000;00:34:54.889000
2;2;01;8.1.1;19;0.5428571428571428;00:34:12.631000;01:59:59.997000;00:09:59.996000;00:24:47.488000
2;2;01;9.9.5;19;0.5428571428571428;00:17:22.105000;00:40:00.002000;00:09:59.996000;00:11:28.245000
2;2;01;3.3.1;16;0.45714285714285713;00:10:37.502000;00:20:00.001000;00:09:59.996000;00:02:29.999000
2;2;01;7.3.9;11;0.31428571428571433;00:20:54.545000;01:20:00.004000;00:09:59.996000;00:20:42.873000
2;2;01;3.4.3;10;0.2857142857142857;00:11:59.997000;00:29:59.997000;00:09:59.996000;00:06:19.477000
2;2;01;7.3.5;9;0.2571428571428571;00:34:26.671000;01:09:59.999000;00:09:59.996000;00:20:40.963000
2;2;01;7.3.4;8;0.22857142857142856;00:41:14.997000;01:30:00;00:09:59.996000;00:30:26.591000
2;2;01;3.8.3;7;0.19999999999999996;01:24:17.139000;03:40:00.002000;00:20:00.001000;01:09:43.644000
2;2;01;0.1.2;6;0.17142857142857143;00:28:19.998000;01:39:59.996000;00:09:59.996000;00:36:00.553000
2;2;01;4.3.2;5;0.14285714285714285;00:42:00.003000;01:59:59.997000;00:20:00.001000;00:43:49.066000
2;2;01;6.1.5;5;0.14285714285714285;00:47:59.997000;01:00:00.003000;00:29:59.997000;00:16:25.902000
2;2;01;7.1.1;5;0.14285714285714285;00:54:00;01:30:00;00:09:59.996000;00:32:05.614000
2;2;01;3.4.1;4;0.11428571428571428;01:25:00.002000;01:59:59.997000;00:49:59.998000;00:28:52.052000
2;2;01;3.7.1;4;0.11428571428571428;00:24:59.999000;01:00:00.003000;00:09:59.996000;00:23:48.287000
2;2;01;1.2.9;3;0.08571428571428572;01:36:39.997000;01:59:59.997000;01:00:00.003000;00:32:08.733000
2;2;01;3.3.2;3;0.08571428571428572;00:43:20.001000;01:00:00.003000;00:09:59.996000;00:28:52.052000
2;2;01;2.2.1;2;0.057142857142857134;01:54:59.999000;01:59:59.997000;01:50:00.001000;00:07:04.267000
2;2;01;3.2.3;2;0.057142857142857134;00:09:59.996000;00:09:59.996000;00:09:59.996000;00:00:00
2;2;01;3.5.3;2;0.057142857142857134;00:35:00.004000;00:49:59.998000;00:20:00.001000;00:21:12.793000
2;2;01;3.9.1;2;0.057142857142857134;00:35:00.004000;01:00:00.003000;00:09:59.996000;00:35:21.319000
2;2;01;3.9.2;2;0.057142857142857134;01:30:00;01:59:59.997000;01:00:00.003000;00:42:25.586000
2;2;03;5.1.2;58;20.938628158844768;00:46:33.105000;03:40:00.002000;00:09:59.996000;00:49:02.724000
2;2;03;0.2.1;54;19.494584837545126;00:43:20.001000;01:39:59.996000;00:09:59.996000;00:25:06.211000
2;2;03;0.3.1;33;11.913357400722022;00:14:14.548000;00:29:59.997000;00:09:59.996000;00:07:30.757000
2;2;03;0.1.1;26;9.386281588447654;02:56:55.380000;09:00:00;00:09:59.996000;02:16:31.299000
2;2;03;8.2.1;21;7.581227436823106;01:01:25.712000;01:59:59.997000;00:09:59.996000;00:32:26.868000
2;2;03;4.2.9;17;6.137184115523467;00:29:24.703000;02:39:59.999000;00:09:59.996000;00:36:49.334000
2;2;03;2.1.2;16;5.776173285198556;01:43:07.501000;02:39:59.999000;00:40:00.002000;00:35:32.248000
2;2;03;3.1.1;12;4.332129963898916;00:22:30;00:49:59.998000;00:09:59.996000;00:13:34.078000
2;2;03;7.3.2;7;2.5270758122743686;00:52:51.424000;01:30:00;00:09:59.996000;00:26:16.619000
2;2;03;0.3.9;3;1.083032490974729;00:43:20.001000;01:09:59.999000;00:29:59.997000;00:23:05.640000
2;2;03;3.1.2;3;1.083032490974729;00:09:59.996000;00:09:59.996000;00:09:59.996000;00:00:00
2;2;03;3.2.1;3;1.083032490974729;00:29:59.997000;00:40:00.002000;00:20:00.001000;00:09:59.996000
2;2;03;3.2.4;3;1.083032490974729;00:13:20.004000;00:20:00.001000;00:09:59.996000;00:05:46.412000
2;2;03;5.1.3;3;1.083032490974729;01:43:20.004000;03:09:59.996000;00:29:59.997000;01:20:49.744000
2;2;03;3.3.1;2;0.7220216606498195;00:24:59.999000;00:29:59.997000;00:20:00.001000;00:07:04.267000
2;2;03;5.1.4;2;0.7220216606498195;00:09:59.996000;00:09:59.996000;00:09:59.996000;00:00:00
2;2;03;5.3.1;2;0.7220216606498195;02:15:00;04:00:00.003000;00:29:59.997000;02:28:29.542000
2;2;03;8.1.1;2;0.7220216606498195;00:20:00.001000;00:20:00.001000;00:20:00.001000;00:00:00
2;2;03;8.1.2;2;0.7220216606498195;00:35:00.004000;00:49:59.998000;00:20:00.001000;00:21:12.793000
2;2;04;0.3.1;4;30.769230769230774;00:09:59.996000;00:09:59.996000;00:09:59.996000;00:00:00
2;2;04;0.1.1;2;15.384615384615387;01:34:59.998000;03:00:00;00:09:59.996000;02:00:12.491000
2;2;04;5.1.5;2;15.384615384615387;00:09:59.996000;00:09:59.996000;00:09:59.996000;00:00:00
2;2;04;5.1.9;2;15.384615384615387;00:09:59.996000;00:09:59.996000;00:09:59.996000;00:00:00
2;2;05;1.1.1;9;45.0;01:14:26.664000;04:00:00.003000;00:09:59.996000;01:29:44.232000
2;2;05;0.2.1;3;15.0;00:53:19.997000;01:00:00.003000;00:40:00.002000;00:11:32.824000
2;2;05;0.3.1;3;15.0;00:20:00.001000;00:40:00.002000;00:09:59.996000;00:17:19.228000
2;2;05;0.1.1;2;10.0;04:20:00.004000;04:50:00.001000;03:49:59.998000;00:42:25.586000
2;2;05;1.2.9;2;10.0;01:20:00.004000;01:39:59.996000;01:00:00.003000;00:28:17.060000
2;2;06;2.1.1;67;87.01298701298701;02:08:57.310000;05:30:00.003000;00:09:59.996000;01:20:48.768000
2;2;06;2.1.9;6;7.792207792207792;00:20:00.001000;00:40:00.002000;00:09:59.996000;00:12:38.946000
2;2;06;0.2.1;4;5.194805194805195;00:32:29.996000;01:00:00.003000;00:09:59.996000;00:26:17.975000
2;2;07;2.1.2;27;64.28571428571429;01:39:37.774000;03:29:59.997000;00:09:59.996000;00:58:32.324000
2;2;07;0.2.1;3;7.1428571428571415;00:16:40.002000;00:20:00.001000;00:09:59.996000;00:05:46.412000
2;2;07;5.1.9;3;7.1428571428571415;00:13:20.004000;00:20:00.001000;00:09:59.996000;00:05:46.412000
2;2;07;2.1.9;2;4.761904761904762;00:29:59.997000;00:49:59.998000;00:09:59.996000;00:28:17.060000
2;2;07;5.1.5;2;4.761904761904762;00:09:59.996000;00:09:59.996000;00:09:59.996000;00:00:00
2;2;07;5.3.1;2;4.761904761904762;00:20:00.001000;00:20:00.001000;00:20:00.001000;00:00:00
2;2;07;8.1.1;2;4.761904761904762;00:09:59.996000;00:09:59.996000;00:09:59.996000;00:00:00
2;2;09;0.2.1;143;62.44541484716158;00:53:38.184000;03:40:00.002000;00:09:59.996000;00:42:30.105000
2;2;09;5.1.9;70;30.567685589519655;01:00:51.428000;03:40:00.002000;00:09:59.996000;00:59:37.824000
2;2;09;5.1.5;3;1.310043668122271;00:36:40.003000;00:40:00.002000;00:29:59.997000;00:05:46.412000
2;2;09;7.3.2;3;1.310043668122271;01:03:20.002000;01:50:00.001000;00:29:59.997000;00:41:37.997000
2;2;09;3.6.1;2;0.8733624454148472;00:15:00.003000;00:20:00.001000;00:09:59.996000;00:07:04.267000
2;2;09;5.3.1;2;0.8733624454148472;00:35:00.004000;01:00:00.003000;00:09:59.996000;00:35:21.319000
2;2;09;8.3.1;2;0.8733624454148472;00:45:00;00:49:59.998000;00:40:00.002000;00:07:04.267000
2;2;10;3.6.1;15;83.33333333333333;01:19:20.001000;07:00:00.003000;00:09:59.996000;01:42:17.562000
2;2;10;0.2.1;3;16.666666666666664;00:53:19.997000;01:00:00.003000;00:40:00.002000;00:11:32.824000
2;2;11;3.6.1;3;100.0;00:29:59.997000;01:09:59.999000;00:09:59.996000;00:34:38.464000
2;2;12;3.6.1;39;95.1219512195122;00:34:52.306000;01:59:59.997000;00:09:59.996000;00:28:16.343000
2;2;14;0.3.2;5;71.42857142857143;00:38:00.001000;01:00:00.003000;00:20:00.001000;00:20:29.636000
2;2;15;6.3.1;10;21.27659574468085;00:22:00.002000;01:00:00.003000;00:09:59.996000;00:15:29.517000
2;2;15;6.1.4;7;14.893617021276595;01:12:51.425000;02:30:00.003000;00:29:59.997000;00:44:36.888000
2;2;15;6.1.9;6;12.76595744680851;00:45:00;01:09:59.999000;00:09:59.996000;00:21:40.769000
2;2;15;5.1.9;5;10.638297872340425;00:15:59.999000;00:29:59.997000;00:09:59.996000;00:08:56.656000
2;2;15;6.1.3;5;10.638297872340425;00:27:59.996000;01:09:59.999000;00:09:59.996000;00:26:49.969000
2;2;15;6.1.6;4;8.51063829787234;00:49:59.998000;01:20:00.004000;00:20:00.001000;00:25:49.195000
2;2;15;5.3.1;3;6.382978723404254;01:09:59.999000;01:39:59.996000;00:40:00.002000;00:29:59.997000
2;2;15;6.1.5;3;6.382978723404254;01:09:59.999000;01:20:00.004000;01:00:00.003000;00:09:59.996000
2;2;15;0.2.1;2;4.25531914893617;00:15:00.003000;00:20:00.001000;00:09:59.996000;00:07:04.267000
2;2;15;5.2.5;2;4.25531914893617;01:09:59.999000;01:50:00.001000;00:29:59.997000;00:56:34.112000
2;2;16;5.2.1;8;80.0;01:54:59.999000;02:19:59.998000;01:30:00;00:17:43.688000
2;2;16;5.2.2;2;20.0;04:05:00.001000;06:00:00;02:10:00.002000;02:42:38.076000
2;2;17;5.1.9;20;90.9090909090909;01:56:00.004000;04:59:59.997000;00:09:59.996000;01:40:01.266000
2;2;17;0.2.1;2;9.090909090909092;00:20:00.001000;00:29:59.997000;00:09:59.996000;00:14:08.526000
2;2;18;5.2.3;2;100.0;00:49:59.998000;01:00:00.003000;00:40:00.002000;00:14:08.526000
2;2;19;5.1.9;2;66.66666666666667;01:25:00.002000;01:50:00.001000;01:00:00.003000;00:35:21.319000
2;2;20;4.3.2;12;75.0;01:01:40.002000;02:50:00.004000;00:09:59.996000;00:40:24.868000
2;2;20;4.1.1;2;12.5;00:09:59.996000;00:09:59.996000;00:09:59.996000;00:00:00
2;2;21;3.8.3;2;25.0;00:49:59.998000;00:49:59.998000;00:49:59.998000;00:00:00
2;2;21;5.1.9;2;25.0;01:00:00.003000;01:20:00.004000;00:40:00.002000;00:28:17.060000
2;2;21;6.1.2;2;25.0;01:00:00.003000;01:00:00.003000;01:00:00.003000;00:00:00
2;2;22;6.1.1;3;60.0;00:40:00.002000;01:00:00.003000;00:09:59.996000;00:26:27.453000
2;2;23;5.3.1;31;40.25974025974026;01:42:15.480000;09:00:00;00:09:59.996000;02:03:00.582000
2;2;23;0.2.1;11;14.285714285714285;00:35:27.272000;01:20:00.004000;00:09:59.996000;00:20:10.861000
2;2;23;5.1.9;8;10.389610389610388;01:08:45.004000;03:09:59.996000;00:09:59.996000;00:58:54.218000
2;2;23;0.3.1;7;9.090909090909092;00:20:00.001000;00:40:00.002000;00:09:59.996000;00:14:08.526000
2;2;23;6.1.1;5;6.4935064935064934;00:38:00.001000;01:00:00.003000;00:09:59.996000;00:19:14.123000
2;2;23;3.2.4;2;2.5974025974025974;00:24:59.999000;00:29:59.997000;00:20:00.001000;00:07:04.267000
2;2;23;6.1.4;2;2.5974025974025974;00:40:00.002000;00:49:59.998000;00:29:59.997000;00:14:08.526000
2;2;23;6.1.6;2;2.5974025974025974;00:49:59.998000;01:00:00.003000;00:40:00.002000;00:14:08.526000
2;2;23;7.3.2;2;2.5974025974025974;00:49:59.998000;01:00:00.003000;00:40:00.002000;00:14:08.526000
2;2;23;8.1.2;2;2.5974025974025974;01:34:59.998000;01:59:59.997000;01:09:59.999000;00:35:21.319000
2;2;23;8.3.1;2;2.5974025974025974;00:29:59.997000;00:49:59.998000;00:09:59.996000;00:28:17.060000
2;2;24;5.3.1;3;100.0;03:13:20.004000;05:19:59.998000;01:39:59.996000;01:53:43.492000
2;2;25;5.1.9;91;35.68627450980392;01:02:51.429000;04:00:00.003000;00:09:59.996000;00:54:22.248000
2;2;25;6.1.1;84;32.94117647058823;00:51:04.288000;04:20:00.004000;00:09:59.996000;00:42:06.803000
2;2;25;0.2.1;17;6.666666666666667;00:26:28.239000;02:10:00.002000;00:09:59.996000;00:30:48.606000
2;2;25;3.4.4;15;5.882352941176469;00:27:20.002000;01:50:00.001000;00:09:59.996000;00:27:53.663000
2;2;25;6.1.2;7;2.7450980392156863;00:32:51.432000;01:20:00.004000;00:09:59.996000;00:29:50.450000
2;2;25;6.1.3;5;1.9607843137254903;01:30:00;03:00:00;00:09:59.996000;01:16:29.119000
2;2;25;4.2.9;4;1.568627450980392;01:42:30.004000;03:00:00;00:09:59.996000;01:20:59.015000
2;2;25;5.2.9;4;1.568627450980392;01:22:30.003000;04:00:00.003000;00:09:59.996000;01:47:11.953000
2;2;25;0.3.1;3;1.176470588235294;00:09:59.996000;00:09:59.996000;00:09:59.996000;00:00:00
2;2;25;0.3.9;2;0.7843137254901962;01:54:59.999000;03:29:59.997000;00:20:00.001000;02:14:21.016000
2;2;25;2.1.9;2;0.7843137254901962;03:54:59.996000;04:50:00.001000;03:00:00;01:17:46.905000
2;2;25;3.2.4;2;0.7843137254901962;00:09:59.996000;00:09:59.996000;00:09:59.996000;00:00:00
2;2;25;4.3.1;2;0.7843137254901962;00:54:59.996000;01:09:59.999000;00:40:00.002000;00:21:12.793000
2;2;25;7.1.1;2;0.7843137254901962;01:05:00.001000;01:59:59.997000;00:09:59.996000;01:17:46.905000
2;3;01;0.2.1;7;20.58823529411765;00:20:00.001000;00:29:59.997000;00:09:59.996000;00:08:09.897000
2;3;01;0.1.1;5;14.705882352941178;03:11:59.997000;06:00:00;01:00:00.003000;02:13:06.989000
2;3;01;0.3.1;4;11.764705882352942;00:15:00.003000;00:20:00.001000;00:09:59.996000;00:05:46.412000
2;3;01;2.1.2;4;11.764705882352942;01:02:30.002000;01:59:59.997000;00:40:00.002000;00:38:37.326000
2;3;01;3.1.1;2;5.882352941176471;00:15:00.003000;00:20:00.001000;00:09:59.996000;00:07:04.267000
2;3;01;3.2.4;2;5.882352941176471;00:09:59.996000;00:09:59.996000;00:09:59.996000;00:00:00
2;3;01;8.2.1;2;5.882352941176471;01:05:00.001000;01:30:00;00:40:00.002000;00:35:21.319000
2;3;25;6.1.1;2;66.66666666666667;00:40:00.002000;00:49:59.998000;00:29:59.997000;00:14:08.526000
3;1;01;0.3.1;2361;19.98983997967996;00:17:23.963000;01:59:59.997000;00:09:59.996000;00:12:50.152000
3;1;01;0.2.1;2178;18.44043688087376;00:32:47.216000;03:00:00;00:09:59.996000;00:22:48.783000
3;1;01;0.1.1;1846;15.629497925662518;03:38:57.924000;10:30:00;00:09:59.996000;02:04:30.801000
3;1;01;8.2.1;1178;9.973753280839894;01:00:57.554000;07:50:00.001000;00:09:59.996000;00:49:20.859000
3;1;01;3.1.1;766;6.485479637625942;00:23:12.690000;02:39:59.999000;00:09:59.996000;00:18:47.408000
3;1;01;3.2.1;457;3.8692744052154775;00:41:33.219000;03:29:59.997000;00:09:59.996000;00:37:32.007000
3;1;01;5.3.1;272;2.302937939209212;00:53:09.707000;04:30:00;00:09:59.996000;00:42:49.173000
3;1;01;3.8.1;258;2.1844043688087376;00:22:35.815000;03:00:00;00:09:59.996000;00:21:00.127000
3;1;01;5.1.1;252;2.1336042672085345;00:24:21.905000;04:00:00.003000;00:09:59.996000;00:26:22.468000
3;1;01;3.1.2;245;2.0743374820082976;00:23:45.306000;05:19:59.998000;00:09:59.996000;00:23:57.955000
3;1;01;7.2.2;226;1.913470493607654;00:53:05.844000;06:00:00;00:09:59.996000;00:45:58.061000
3;1;01;7.2.9;180;1.5240030480060964;00:56:16.668000;03:00:00;00:09:59.996000;00:44:30.529000
3;1;01;2.1.2;150;1.27000254000508;01:19:32.002000;04:39:59.996000;00:09:59.996000;00:55:09.293000
3;1;01;5.1.4;149;1.2615358564050463;00:27:26.983000;04:00:00.003000;00:09:59.996000;00:27:05.538000
3;1;01;5.1.5;135;1.143002286004572;00:44:13.335000;05:30:00.003000;00:09:59.996000;00:43:55.260000
3;1;01;8.3.1;107;0.9059351452036238;00:38:58.321000;04:00:00.003000;00:09:59.996000;00:36:46.751000
3;1;01;3.2.4;98;0.8297349928033189;00:17:51.429000;01:00:00.003000;00:09:59.996000;00:13:47.487000
3;1;01;5.1.2;87;0.7366014732029464;00:37:35.170000;03:00:00;00:09:59.996000;00:37:52.726000
3;1;01;7.3.5;75;0.63500127000254;00:57:03.997000;03:40:00.002000;00:09:59.996000;00:46:26.054000
3;1;01;3.8.3;73;0.6180679028024724;00:38:04.934000;04:20:00.004000;00:09:59.996000;00:36:41.498000
3;1;01;8.1.2;69;0.5842011684023368;00:50:52.175000;02:50:00.004000;00:09:59.996000;00:32:07.100000
3;1;01;7.3.4;61;0.516467699602066;01:05:44.264000;05:39:59.999000;00:09:59.996000;00:52:23.483000
3;1;01;8.1.1;57;0.4826009652019304;00:34:54.733000;01:59:59.997000;00:09:59.996000;00:22:50.667000
3;1;01;0.3.9;54;0.4572009144018288;00:26:39.998000;01:50:00.001000;00:09:59.996000;00:25:24.148000
3;1;01;3.3.1;44;0.37253407840149017;00:23:38.178000;01:00:00.003000;00:09:59.996000;00:14:09.424000
3;1;01;9.9.5;43;0.3640673948014562;00:29:18.136000;01:09:59.999000;00:09:59.996000;00:18:18.533000
3;1;01;1.2.9;41;0.34713402760138856;00:59:45.367000;02:30:00.003000;00:09:59.996000;00:34:49.204000
3;1;01;8.1.9;39;0.33020066040132084;00:39:13.847000;02:19:59.998000;00:09:59.996000;00:28:02.389000
3;1;01;3.3.2;33;0.27940055880111764;00:45:45.455000;02:50:00.004000;00:09:59.996000;00:35:16.169000
3;1;01;7.3.9;28;0.2370671408009483;00:25:21.426000;01:39:59.996000;00:09:59.996000;00:19:43.015000
3;1;01;2.2.1;27;0.2286004572009144;01:48:31.113000;04:00:00.003000;00:09:59.996000;01:05:47.478000
3;1;01;7.3.2;27;0.2286004572009144;00:41:51.112000;02:10:00.002000;00:09:59.996000;00:29:52.575000
3;1;01;7.1.1;26;0.22013377360088057;01:02:41.536000;04:00:00.003000;00:09:59.996000;00:52:34.689000
